video,class,actual,predicted,confidence,frame,classification,iteration,extraction_timestamp,reason,negative_class_created,embedding_available
Scenes 001-020__110C-1-_20230728125333457.mp4,Sylvie's machete,0.0,1,0.8097605109214783,184.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's machete,True
Scenes 001-020__110C-1-_20230728125333457.mp4,TemPad,0.0,1,0.8221284747123718,176.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 001-020__201D-2-_20230815184746334.mp4,TimeSpear,0.0,1,0.8331130146980286,41.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 001-020__201K-1-_20230815184646280.mp4,Sylvie's horned headpiece,0.0,1,0.8995035290718079,20.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's horned headpiece,True
Scenes 001-020__201L-1-_20230728112628503.mp4,Loki's Variant uniform,0.0,1,0.8688226342201233,97.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's Variant uniform,True
Scenes 001-020__207A-1-_20230815182030372.mp4,TVA Prisoner Uniform,0.0,1,0.862411618232727,61.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 001-020__213-3-_20230815180738197.mp4,Sylvie's horned headpiece,0.0,1,0.8359708786010742,65.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Sylvie's horned headpiece,True
Scenes 001-020__213-3-_20230815180738197.mp4,TemPad,0.0,1,0.8417971134185791,76.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TemPad,True
Scenes 001-020__220D-2-_20230815190723523.mp4,Loki's Variant uniform,0.0,1,0.8596505522727966,72.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Loki's Variant uniform,True
Scenes 001-020__220D-2-_20230815190723523.mp4,TimeSpear,0.0,1,0.808346152305603,28.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 001-020__302-2_20230815200213180.mp4,Ravonna Renslayer's Uniform,0.0,1,0.8307175636291504,31.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Ravonna Renslayer's Uniform,True
Scenes 001-020__303K-3-_20230815223320788.mp4,TimeSpear,0.0,1,0.8554999828338623,185.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 001-020__303L-1-_20230815223024888.mp4,TVA Prisoner Uniform,0.0,1,0.8993074297904968,28.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TVA Prisoner Uniform,True
Scenes 001-020__303L-1-_20230815223024888.mp4,TimeSpear,0.0,1,0.8879961371421814,90.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_TimeSpear,True
Scenes 001-020__305C-1_20230815193534665.mp4,Ravonna Renslayer's Uniform,0.0,1,0.8037391901016235,14.0,FP,2,2025-05-30T16:10:39.255378,false_positive_for_training,not_Ravonna Renslayer's Uniform,True
